[ 2025-03-19 14:45:38,105 ] 20 root - INFO - Initiate the data ingestion
[ 2025-03-19 14:45:39,753 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-03-19 14:45:39,753 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-03-19 14:45:39,753 ] 75 root - INFO - Exporting train and test file path.
[ 2025-03-19 14:45:39,759 ] 84 root - INFO - Exported train and test file path.
[ 2025-03-19 14:45:39,759 ] 22 root - INFO - Data Initiation Completed
[ 2025-03-19 14:45:39,762 ] 26 root - INFO - Initiate the data Validation
[ 2025-03-19 14:45:39,784 ] 32 root - INFO - Required number of columns:2
[ 2025-03-19 14:45:39,784 ] 33 root - INFO - Data frame has columns:8
[ 2025-03-19 14:45:39,784 ] 32 root - INFO - Required number of columns:2
[ 2025-03-19 14:45:39,784 ] 33 root - INFO - Data frame has columns:8
[ 2025-03-19 14:45:39,800 ] 28 root - INFO - data Validation Completed
[ 2025-03-19 14:45:39,802 ] 31 root - INFO - data Transformation started
[ 2025-03-19 14:45:39,802 ] 62 root - INFO - Starting data transformation
